aonde gastou,natureza do gasto,valor total,parcelas,no da parcela,valor unitário,tipo,comp,cartao,origem
PG *ARENA MORUMBEACH,Futevolei,290,,,290,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Farmácia,269.42,,,269.42,Cartão de Crédito,,,base
IQ*ENELSP,Conta de luz,259.45,,,259.45,Cartão de Crédito,shared,,base
AAI *AAI*IPIRANGA,Combustível/ Passagens/ Uber / Sem Parar,215.13,,,215.13,Cartão de Crédito,shared,,base
LA CUCINA DI CASA ROS,Restaurantes/ Bares/ Lanchonetes,164,,,164,Cartão de Crédito,,,base
IQ*VIVOFIXO,Internet & TV a cabo,159.99,,,159.99,Cartão de Crédito,shared,,base
LJ24 VILA OLIMPIA,Gastos com presentes,159.99,,,159.99,Cartão de Crédito,,,base
PETZ ITAIM,Gastos com Cachorro,146,,,146,Cartão de Crédito,shared,,base
GUARA GASTRONOMIA,Restaurantes/ Bares/ Lanchonetes,145.21,,,145.21,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,139.64,,,139.64,Cartão de Crédito,shared,,base
AAI *AAI*IPIRANGA,Combustível/ Passagens/ Uber / Sem Parar,131.11,,,131.11,Cartão de Crédito,shared,,base
AAI *AAI*IPIRANGA,Combustível/ Passagens/ Uber / Sem Parar,97,,,97,Cartão de Crédito,shared,,base
SANTO MULLEQUINHO S,Restaurantes/ Bares/ Lanchonetes,93.5,,,93.5,Cartão de Crédito,,,base
SMILES FIDEL*TXAEMBARQ,Gastos pessoais,80.15,,,80.15,Cartão de Crédito,,,base
AIKAU POKE,Restaurantes/ Bares/ Lanchonetes,75.9,,,75.9,Cartão de Crédito,,,base
AREIA ESPORTES,Restaurantes/ Bares/ Lanchonetes,74.66,,,74.66,Cartão de Crédito,,,base
MINUTO PA-5425,Supermercado,72.44,,,72.44,Cartão de Crédito,shared,,base
RAPPI*LANCHES POLIZZI,Restaurantes/ Bares/ Lanchonetes,68.08,,,68.08,Cartão de Crédito,,,base
RAPPI*CRAFT BREW BRASI,Restaurantes/ Bares/ Lanchonetes,67.52,,,67.52,Cartão de Crédito,,,base
CG - CAFEHAUS,Gastos com presentes,60,,,60,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,60,,,60,Cartão de Crédito,,,base
YUZU DELIVERY,Restaurantes/ Bares/ Lanchonetes,55,,,55,Cartão de Crédito,,,base
PG *ARENA MORUMBEACH,Restaurantes/ Bares/ Lanchonetes,54.8,,,54.8,Cartão de Crédito,,,base
UNICEF,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",54.2,,,54.2,Cartão de Crédito,,,base
RAPPI*BULLGUER ALIMENT,Restaurantes/ Bares/ Lanchonetes,54,,,54,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,53.32,,,53.32,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,49,,,49,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,47.18,,,47.18,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,46,,,46,Cartão de Crédito,,,base
MALIBU AEROPORTO,Restaurantes/ Bares/ Lanchonetes,46,,,46,Cartão de Crédito,,,base
RAPPI*CRAFT BREW BRASI,Restaurantes/ Bares/ Lanchonetes,45.68,,,45.68,Cartão de Crédito,,,base
HAFEN PLATZ LOJA DE SU,Restaurantes/ Bares/ Lanchonetes,41.21,,,41.21,Cartão de Crédito,,,base
CLUBE TUDOAZUL,Viagens / Férias,39,,,39,Cartão de Crédito,,,base
EBANX*SPOTIFY,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",34.9,,,34.9,Cartão de Crédito,shared,,base
IQ*COMGAS,Conta de gás,34.54,,,34.54,Cartão de Crédito,shared,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,34,,,34,Cartão de Crédito,,,base
SAINT PETER,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
PAG*MARIAAMELIADE,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
MALIBU AEROPORTO,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
AMBROSIA,Restaurantes/ Bares/ Lanchonetes,29,,,29,Cartão de Crédito,,,base
MALIBU AEROPORTO,Restaurantes/ Bares/ Lanchonetes,28.8,,,28.8,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Futevolei,25,,,25,Cartão de Crédito,,,base
PAG*HERBERTWEZZER,Restaurantes/ Bares/ Lanchonetes,25,,,25,Cartão de Crédito,,,base
RECARGAPAY *PRIME87,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",19.99,,,19.99,Cartão de Crédito,,,base
FITTIPARK ESTACIONAMEN,Combustível/ Passagens/ Uber / Sem Parar,15,,,15,Cartão de Crédito,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,13.98,,,13.98,Cartão de Crédito,,,base
PAG*RUBENSTAXI,Combustível/ Passagens/ Uber / Sem Parar,12,,,12,Cartão de Crédito,,,base
PATIO THEODORO BAR,Restaurantes/ Bares/ Lanchonetes,11,,,11,Cartão de Crédito,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,10.94,,,10.94,Cartão de Crédito,,,base
AMAZONPRIMEBR,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",9.9,,,9.9,Cartão de Crédito,,,base
SANTO MULLEQUINHO S,Restaurantes/ Bares/ Lanchonetes,9,,,9,Cartão de Crédito,,,base
99*BRUNO ALDEMIR SOARE,Combustível/ Passagens/ Uber / Sem Parar,8.9,,,8.9,Cartão de Crédito,,,base
BANCA OLIMPIA,Gastos pessoais,5,,,5,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,2,,,2,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT VALERIA CRISTINE GOLINOSK,Gastos com presentes,R$32.00,,,R$32.00,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT Edna Silva Santos Prates,Gastos pessoais,R$92.00,,,R$92.00,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT Carlos Jose Wolfart,Restaurantes/ Bares/ Lanchonetes,R$46.00,,,R$46.00,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT EMPORIO FROZEN COM VAREJ,Gastos com presentes,R$141.30,,,R$141.30,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT Edna Silva Santos Prates,Gastos pessoais,R$95.00,,,R$95.00,Conta Corrente,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,13.9,,,13.9,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,50,,,50,Cartão de Crédito,,,base
RIPLAY VILLALOBOS,Futevolei,45,,,45,Cartão de Crédito,,,base
RESTAURANTE TEUS,Restaurantes/ Bares/ Lanchonetes,195.1,,,195.1,Cartão de Crédito,,,base
MEET BAR E REST,Restaurantes/ Bares/ Lanchonetes,88.18,,,88.18,Cartão de Crédito,,,base
VALENZO PARK,Combustível/ Passagens/ Uber / Sem Parar,7,,,7,Cartão de Crédito,,,base
PAG*MISTERPLUS,Combustível/ Passagens/ Uber / Sem Parar,243.37,,,243.37,Cartão de Crédito,shared,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,56.12,,,56.12,Cartão de Crédito,,,base
DROGARIA SAO PAULO SA,Farmácia,130.5,,,130.5,Cartão de Crédito,,,base
SAHARA CRAFT BEER,Restaurantes/ Bares/ Lanchonetes,110,,,110,Cartão de Crédito,,,base
MEET BAR E REST,Restaurantes/ Bares/ Lanchonetes,50.4,,,50.4,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,8,,,8,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,25,,,25,Cartão de Crédito,,,base
99*CLEISON FERNANDO DE,Combustível/ Passagens/ Uber / Sem Parar,17.97,,,17.97,Cartão de Crédito,,,base
COMPRA CARTAO DEB MC 22/04 17 REGISTRO CIVIL B,Gastos pessoais,R$77.79,,,R$77.79,Conta Corrente,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,37.71,,,37.71,Cartão de Crédito,,,base
PG *ZE DELIVERY ZE DEL,Restaurantes/ Bares/ Lanchonetes,64.89,,,64.89,Cartão de Crédito,,,base
99*GUSTAVO OLIVEIRA PE,Combustível/ Passagens/ Uber / Sem Parar,35.54,,,35.54,Cartão de Crédito,shared,,base
FILIAL PANINI SCJ,Restaurantes/ Bares/ Lanchonetes,85.5,,,85.5,Cartão de Crédito,,,base
BLACK TIE-(01/02),Gastos pessoais,650,2.0,1.0,325,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
ANIMAL TOUR,Gastos com presentes,28,,,28,Cartão de Crédito,,,base
PG *ZE DELIVERY ZE DEL,Restaurantes/ Bares/ Lanchonetes,110.78,,,110.78,Cartão de Crédito,,,base
IQ*COMGAS,Conta de gás,24.96,,,24.96,Cartão de Crédito,shared,,base
LATAM SITE,Viagens / Férias,558.08,,,558.08,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Restaurantes/ Bares/ Lanchonetes,86,,,86,Cartão de Crédito,,,base
AMAZON.COM.BR DIGITAL,"Gastos com Educação (Inglês, MBA, Pós)",70.7,,,70.7,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,66.94,,,66.94,Cartão de Crédito,,,base
PAG*PRACASAOLOURENCO,Restaurantes/ Bares/ Lanchonetes,418.1,,,418.1,Cartão de Crédito,,,base
ESTAPAR*ZAD*SAO*PAULO,Combustível/ Passagens/ Uber / Sem Parar,11.5,,,11.5,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Supermercado,185.98,,,185.98,Cartão de Crédito,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,33.19,,,33.19,Cartão de Crédito,,,base
BANCA OLIMPIA,Gastos pessoais,120,,,120,Cartão de Crédito,,,base
ANUSHA BANDEIRA,Restaurantes/ Bares/ Lanchonetes,71,,,71,Cartão de Crédito,,,base
LEGGERA PIZZARIA E RES,Restaurantes/ Bares/ Lanchonetes,67.79,,,67.79,Cartão de Crédito,,,base
GERSON LOPES TREINAME,Combustível/ Passagens/ Uber / Sem Parar,45,,,45,Cartão de Crédito,,,base
PAG*VICOLONOSTRO,Restaurantes/ Bares/ Lanchonetes,781,,,781,Cartão de Crédito,,,base
SHOPPER,Supermercado,-36.45,,,-36.45,Cartão de Crédito,shared,,base
SHOPPER,Supermercado,527.62,,,527.62,Cartão de Crédito,shared,,base
RESTAURANTE SUSHI IAIA,Restaurantes/ Bares/ Lanchonetes,208,,,208,Cartão de Crédito,,,base
RECARGA*.COM/PRIME,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",19.99,,,19.99,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Gastos com presentes,23.18,,,23.18,Cartão de Crédito,,,base
RAPPI*BURGER DA RUA LA,Restaurantes/ Bares/ Lanchonetes,49.83,,,49.83,Cartão de Crédito,,,base
99*ROBERTO CESAR SILVA,Combustível/ Passagens/ Uber / Sem Parar,20.84,,,20.84,Cartão de Crédito,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,9.44,,,9.44,Cartão de Crédito,,,base
PP *BUDDHA SPA,Gastos com presentes,167,,,167,Cartão de Crédito,,,base
IQ*ENELSP,Conta de luz,368.1,,,368.1,Cartão de Crédito,shared,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,19.91,,,19.91,Cartão de Crédito,,,base
99*DAVID PRIMO PINHEIR,Combustível/ Passagens/ Uber / Sem Parar,10.1,,,10.1,Cartão de Crédito,,,base
99*JAMES DEAN DE ARAUJ,Combustível/ Passagens/ Uber / Sem Parar,22.29,,,22.29,Cartão de Crédito,,,base
PAG*PETZAPLICATIVO,Gastos com Cachorro,268.43,,,268.43,Cartão de Crédito,shared,,base
INTEGRALMEDICA SUPLE,Cuidados Pessoais (Nutricionista / Medico / Suplemento),234.55,,,234.55,Cartão de Crédito,,,base
99*RONALDO GONCALVES D,Combustível/ Passagens/ Uber / Sem Parar,17.67,,,17.67,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Gastos pessoais,48.83,,,48.83,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Gastos pessoais,270.72,,,270.72,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Gastos com presentes,37.97,,,37.97,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT - Aniversário Li Bebidas,Gastos com presentes,416.09,,,416.09,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Gastos com presentes,54.77,,,54.77,Cartão de Crédito,shared,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,77.26,,,77.26,Cartão de Crédito,,,base
NESPRESSO (02/02),Supermercado,734,2.0,2.0,367,Cartão de Crédito,,,base
NATIONAL TAXI,Combustível/ Passagens/ Uber / Sem Parar,66.05,,,66.05,Cartão de Crédito,,,base
IOF DESPESA NO EXTERIOR,Combustível/ Passagens/ Uber / Sem Parar,3.63,,,3.63,Cartão de Crédito,,,base
DUFRY LOJAS FRANCAS(03/03),Gastos com presentes,980.97,3.0,3.0,326.99,Cartão de Crédito,,,base
KLM GRU(03/04),Viagens / Férias,1294,4.0,3.0,323.5,Cartão de Crédito,,,base
KL INTERN0245131847 (04/04),Viagens / Férias,7655.04,4.0,4.0,1913.76,Cartão de Crédito,,,base
TIFFANY BRASIL(04/10),Gastos com presentes,1200,10.0,4.0,120,Cartão de Crédito,,,base
TIFFANY BRASIL(04/10),Gastos com presentes,3750,10.0,4.0,375,Cartão de Crédito,,,base
SPICY(04/04),Gastos com presentes,459,4.0,4.0,114.75,Cartão de Crédito,,,base
AZUL WE*VGQTNMCALICE(08/10),Viagens / Férias,3737.2,10.0,8.0,373.72,Cartão de Crédito,shared,,base
PIX ENVIADO OUTRA INST - MESMATIT 260/0001/0000000565205221,Futevolei,R$33.00,,,R$33.00,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT Joao Gabriel Rocha,Gastos com presentes,-R$31.66,,,-R$31.66,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT THAIS REIS PEREIRA,Restaurantes/ Bares/ Lanchonetes,R$5.00,,,R$5.00,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT Lukas Carmona Macedo de S,Gastos pessoais,R$350.45,,,R$350.45,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-R$432.03,,,-R$432.03,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT ANA CASTRO CHOCOLATES LTD,Gastos com presentes,R$396.00,,,R$396.00,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,R$211.30,,,R$211.30,Conta Corrente,shared,,base
COMPRA CARTAO DEB MC 05/04 EBAC ESTACIONAMENTO,Combustível/ Passagens/ Uber / Sem Parar,R$15.00,,,R$15.00,Conta Corrente,,,base
COMPRA CARTAO DEB MC 03/04 MR PAGAMENTOS.ALICE,Gastos com casa (outros),R$40.76,,,R$40.76,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT VALERIA CRISTINE GOLINOSK,Gastos com presentes,-R$32.00,,,-R$32.00,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT LIANDRO ROSSINI,Gastos com presentes,-R$32.00,,,-R$32.00,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT EROS SEBASTIAO PAGNANO JU,Gastos com presentes,-R$31.66,,,-R$31.66,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT ELDER GIL FUNK,Gastos com presentes,-R$31.66,,,-R$31.66,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT ISABEL HERING,Viagens / Férias,R$352.58,,,R$352.58,Conta Corrente,,,base
aluguel,Moradia (Financiamento/ Aluguel/ Condominio),6498.25,,,6498.25,Conta Corrente,,,base
TED DIFERENTE TITULARIDADE CIP Roberta M Gobbo Clinica d,Cuidados Pessoais (Nutricionista / Medico / Suplemento),R$480.00,,,R$480.00,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT Izabella Aiko Ohata,Viagens / Férias,R$4.000.00,,,R$4.000.00,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT ARENA MORUMBEACH,Futevolei,R$290.00,,,R$290.00,Cartão de Crédito,,,base
PIX RECEBIDO OUTRA INST - DIF TIT Marcelo Balas,Gastos pessoais,-R$135.00,,,-R$135.00,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT VALERIA CRISTINE GOLINOSK,Gastos com presentes,R$40.00,,,R$40.00,Cartão de Crédito,,,base
PIX RECEBIDO OUTRA INST - DIF TIT JESSICA FRUHAUF FILKA,Gastos com casa (outros),-R$50.00,,,-R$50.00,Conta Corrente,,,base
"PAES, DOCES E EVENTOS",Gastos com presentes,65.5,,,65.5,Cartão de Crédito,,,base
HIGH SOCCER LOCACAO DE,Combustível/ Passagens/ Uber / Sem Parar,15,,,15,Cartão de Crédito,,,base
AUTO POSTO SENARIS BEL,Combustível/ Passagens/ Uber / Sem Parar,205.99,,,205.99,Cartão de Crédito,shared,,base
SANTO MULLEQUINHO S,Restaurantes/ Bares/ Lanchonetes,108.24,,,108.24,Cartão de Crédito,,,base
PG *WIX PADARIAARTESA,Gastos com presentes,85,,,85,Cartão de Crédito,,,base
LA BORRATXERIA,Restaurantes/ Bares/ Lanchonetes,57.08,,,57.08,Cartão de Crédito,,,base
MERCADOLIVRE*MERCADOL,Gastos com casa (outros),169.28,,,169.28,Cartão de Crédito,shared,,base
SHOPPER,Supermercado,215.98,,,215.98,Cartão de Crédito,shared,,base
RAPPI*ISSABELLA HIDALG,Restaurantes/ Bares/ Lanchonetes,55.47,,,55.47,Cartão de Crédito,,,base
AUTO POSTO DQ BANDEIRA,Combustível/ Passagens/ Uber / Sem Parar,183.74,,,183.74,Cartão de Crédito,shared,,base
AREIA ESPORTES - ATIVI,Futevolei,41,,,41,Cartão de Crédito,,,base
RESTAURANTE SUSHI IAIA,Restaurantes/ Bares/ Lanchonetes,432.8,,,432.8,Cartão de Crédito,shared,,base
OPEN AIR SP LTDA.,Futevolei,56,,,56,Cartão de Crédito,,,base
BAR E RESTAURANTE IAIA,Restaurantes/ Bares/ Lanchonetes,154,,,154,Cartão de Crédito,,,base
ARM COMERCIO,Restaurantes/ Bares/ Lanchonetes,386,,,386,Cartão de Crédito,shared,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,29.9,,,29.9,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,3,,,3,Cartão de Crédito,,,base
PLAYBALL,Restaurantes/ Bares/ Lanchonetes,49,,,49,Cartão de Crédito,,,base
IQ*COMGAS,Conta de gás,12.75,,,12.75,Cartão de Crédito,shared,,base
AMAZON.COM.BR,"Gastos com Educação (Inglês, MBA, Pós)",46.55,,,46.55,Cartão de Crédito,,,base
AAI *AAI*IPIRANGA,Combustível/ Passagens/ Uber / Sem Parar,126.28,,,126.28,Cartão de Crédito,shared,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,18.98,,,18.98,Cartão de Crédito,,,base
LATAM AIRLIN*FCQAAJ015,Viagens / Férias,744.7,,,744.7,Cartão de Crédito,,,base
DECOLAR COM LTDA,Viagens / Férias,151.56,,,151.56,Cartão de Crédito,,,base
PG *ZE DELIVERY ZE DEL,Restaurantes/ Bares/ Lanchonetes,141.11,,,141.11,Cartão de Crédito,,,base
99*CLAUDIO GAMA DE FRE,Combustível/ Passagens/ Uber / Sem Parar,23.12,,,23.12,Cartão de Crédito,,,base
PLAYBALL,Restaurantes/ Bares/ Lanchonetes,45,,,45,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Farmácia,87.1,,,87.1,Cartão de Crédito,shared,,base
99*JOSE CARLOS ROSA CA,Combustível/ Passagens/ Uber / Sem Parar,6.71,,,6.71,Cartão de Crédito,,,base
SWIFT,Supermercado,267.32,,,267.32,Cartão de Crédito,shared,,base
NESPRESSO(01/02),Supermercado,734,2.0,1.0,367,Cartão de Crédito,,,base
AAI *AAI*IPIRANGA,Combustível/ Passagens/ Uber / Sem Parar,183.8,,,183.8,Cartão de Crédito,shared,,base
P011 MOEMA,Restaurantes/ Bares/ Lanchonetes,59.1,,,59.1,Cartão de Crédito,,,base
P011 MOEMA,Restaurantes/ Bares/ Lanchonetes,16.5,,,16.5,Cartão de Crédito,,,base
MP *MSADELIVERY,Gastos com casa (outros),30,,,30,Cartão de Crédito,shared,,base
COSI RESTAURANTE,Restaurantes/ Bares/ Lanchonetes,320,,,320,Cartão de Crédito,shared,,base
ALFA,Carro (Manutenção/ IPVA/ Seguro),1650.91,,,1650.91,Cartão de Crédito,,,base
RED SUSHI RESTAURANTE,Restaurantes/ Bares/ Lanchonetes,203.25,,,203.25,Cartão de Crédito,,,base
LOCCITANEBR,Gastos com presentes,509,,,509,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,13.09,,,13.09,Cartão de Crédito,,,base
SHOPPER,Supermercado,657.61,,,657.61,Cartão de Crédito,shared,,base
RAZOR CUT BARBEARIA,Cuidados Pessoais (Nutricionista / Medico / Suplemento),50,,,50,Cartão de Crédito,,,base
99*DENIS ANTONIO AGUIA,Combustível/ Passagens/ Uber / Sem Parar,10.99,,,10.99,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Supermercado,78.58,,,78.58,Cartão de Crédito,shared,,base
MAYER E BAR,Restaurantes/ Bares/ Lanchonetes,90,,,90,Cartão de Crédito,,,base
IQ*VIVOFIXO,Internet & TV a cabo,160.22,,,160.22,Cartão de Crédito,shared,,base
GREEN PARK,Restaurantes/ Bares/ Lanchonetes,60,,,60,Cartão de Crédito,,,base
IQ*ENELSP,Conta de gás,290.89,,,290.89,Cartão de Crédito,shared,,base
GYMPASSBR,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",439.9,,,439.9,Cartão de Crédito,,,base
PAG*PORTINHOCOZINHA,Viagens / Férias,280,,,280,Cartão de Crédito,shared,,base
VILA SALGA,Viagens / Férias,155.3,,,155.3,Cartão de Crédito,shared,,base
VILA SALGA,Viagens / Férias,25,,,25,Cartão de Crédito,shared,,base
PARRILLA,Viagens / Férias,261.52,,,261.52,Cartão de Crédito,shared,,base
PAGSERV*VIANA PRAIA,Viagens / Férias,336,,,336,Cartão de Crédito,shared,,base
GRAAL MARKET,Restaurantes/ Bares/ Lanchonetes,56.7,,,56.7,Cartão de Crédito,,,base
LOUNGE KEY INC,Viagens / Férias,172.97,,,172.97,Cartão de Crédito,,,base
LOGGI TECNOLOGIA LTDA,Combustível/ Passagens/ Uber / Sem Parar,23.43,,,23.43,Cartão de Crédito,,,base
IOF DESPESA NO EXTERIOR,Viagens / Férias,10.52,,,10.52,Cartão de Crédito,,,base
CONTA VIVO,Internet & TV a cabo,10.32,,,10.32,Cartão de Crédito,shared,,base
RAPPI*BULLGUER ALIMENT,Restaurantes/ Bares/ Lanchonetes,14.66,,,14.66,Cartão de Crédito,,,base
DUFRY LOJAS FRANCAS(02/03),Gastos pessoais,980.97,3.0,2.0,326.99,Cartão de Crédito,,,base
AT THE TOP LLC,Viagens / Férias,-993.49,,,-993.49,Cartão de Crédito,,,base
KLM GRU(02/04),Viagens / Férias,1294,4.0,2.0,323.5,Cartão de Crédito,,,base
KL INTERN0245131847(03/04),Viagens / Férias,7655.04,4.0,3.0,1913.76,Cartão de Crédito,,,base
LOCALIZA RAC ACLEM01(03/03),Viagens / Férias,1866.36,3.0,3.0,622.12,Cartão de Crédito,,,base
TIFFANY BRASIL(03/10),Gastos com presentes,1200,10.0,3.0,120,Cartão de Crédito,,,base
TIFFANY BRASIL(03/10),Gastos com presentes,3750,10.0,3.0,375,Cartão de Crédito,,,base
SPICY(03/04),Gastos com presentes,459,4.0,3.0,114.75,Cartão de Crédito,,,base
AZUL WE*VGQTNMCALICE(07/10),Viagens / Férias,3737.2,10.0,7.0,373.72,Cartão de Crédito,shared,,base
CAOA MOTOR JK(10/10),Carro (Manutenção/ IPVA/ Seguro),24500,10.0,10.0,2450,Cartão de Crédito,,,base
PIX RECEBIDO OUTRA INST - DIF TIT BRUNO HOMSI CONSOLIM,Restaurantes/ Bares/ Lanchonetes,-R$30.00,,,-R$30.00,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT Lukas Carmona Macedo de S,Restaurantes/ Bares/ Lanchonetes,R$45.00,,,R$45.00,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT GUSTAVO DA SILVA FERREIRA,Restaurantes/ Bares/ Lanchonetes,R$5.00,,,R$5.00,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT Edna Silva Santos Prates,Gastos pessoais,R$160.00,,,R$160.00,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT SmashPoints,Gastos com presentes,R$100.00,,,R$100.00,Cartão de Crédito,,,base
PIX ENVIADO OUTRA INST - DIF TIT ELDER GIL FUNK,Gastos com presentes,R$38.88,,,R$38.88,Cartão de Crédito,,,base
PEDAGIO ELETRONICO - SEM PARAR SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,R$411.40,,,R$411.40,Conta Corrente,shared,,base
PAGAMENTO DE MULTA TRANSITO CANAIS INTERNET LICENCIAMENTO EL,Carro (Manutenção/ IPVA/ Seguro),R$104.12,,,R$104.12,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT ROBERTA M GOBBO CLINICA,Cuidados Pessoais (Nutricionista / Medico / Suplemento),R$240.00,,,R$240.00,Conta Corrente,,,base
MENSALIDADE DE SEGURO HDI SEGURADORA,Carro (Manutenção/ IPVA/ Seguro),R$547.49,,,R$547.49,Conta Corrente,,,base
aluguel,Moradia (Financiamento/ Aluguel/ Condominio),5629.5,,,5629.5,Conta Corrente,,,base
CAOA MOTOR JK(08/10),Carro (Manutenção/ IPVA/ Seguro),24500,10.0,8.0,2450,Cartão de Crédito,,,base
AMAZON-MARKETPLACE(12/12),Gastos com presentes,696.96,12.0,12.0,58.08,Cartão de Crédito,,,base
TURKISH AIRLINES INC.(05/05),Viagens / Férias,5158.2,5.0,5.0,1031.64,Cartão de Crédito,shared,,base
AZUL WE*VGQTNMCALICE(05/10),Viagens / Férias,3737.2,10.0,5.0,373.72,Cartão de Crédito,shared,,base
DECOLAR COM LTDA(02/02),Gastos pessoais,396.1,2.0,2.0,198.05,Cartão de Crédito,,,base
